Config,Features,Scaler,Method,PCA_Components,Clusters,Silhouette,DBSCAN_eps,DBSCAN_min_samples,Noise_points,Age_Group,Subset_Size
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,3,0.3363337215544232,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,4,0.40971728181695083,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,4,0.38272132653631474,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,5,0.3948313718708183,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,5,0.3688115486836861,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,6,0.3769103517382641,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,6,0.3391001881290696,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,7,0.37344395885383486,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,7,0.31242944311131854,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,8,0.3786728361249593,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,8,0.279284786628203,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,9,0.3753674637666469,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,9,0.28566087541712143,,,,,
KMeans_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,KMeans,,10,0.37584362438081803,,,,,
AgglomerativeClustering_MinMaxScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,MinMaxScaler,AgglomerativeClustering,,10,0.2746187702085359,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,2,0.355960023797242,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,2,0.3408529238833306,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,3,0.3768164201776213,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,3,0.3217651396751839,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,4,0.409548200226157,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,4,0.35848564270137184,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,5,0.3900400768442122,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,5,0.3426187405629136,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,6,0.36189425492388894,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,6,0.32111404379523056,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,7,0.37558252884248255,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,7,0.3284432312617842,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,8,0.3798754210401443,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,8,0.3205302277943103,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,9,0.37462296951177737,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,9,0.3190373987398186,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,10,0.37710962199929954,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,10,0.3200823362394889,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,2,0.355960023797242,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k2,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,2,0.3408529238833306,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,3,0.3768164201776213,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k3,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,3,0.3217651396751839,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,4,0.409548200226157,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k4,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,4,0.35848564270137184,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,5,0.3900400768442122,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k5,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,5,0.3426187405629136,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,6,0.36189425492388894,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k6,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,6,0.32111404379523056,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,7,0.37558252884248255,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k7,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,7,0.3284432312617842,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,8,0.3798754210401443,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k8,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,8,0.3205302277943103,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,9,0.37462296951177737,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k9,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,9,0.3190373987398186,,,,,
KMeans_RobustScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,RobustScaler,KMeans,,10,0.37710962199929954,,,,,
AgglomerativeClustering_RobustScaler_Purchase Amount (USD)+Previous Purchases_k10,Purchase Amount (USD)+Previous Purchases,RobustScaler,AgglomerativeClustering,,10,0.3200823362394889,,,,,
KMeans_StandardScaler_Age+Review Rating_k2,Age+Review Rating,StandardScaler,KMeans,,2,0.355348598574416,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k2,Age+Review Rating,StandardScaler,AgglomerativeClustering,,2,0.3434723777896157,,,,,
KMeans_StandardScaler_Age+Review Rating_k3,Age+Review Rating,StandardScaler,KMeans,,3,0.37716479281092197,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k3,Age+Review Rating,StandardScaler,AgglomerativeClustering,,3,0.3272818568739101,,,,,
KMeans_StandardScaler_Age+Review Rating_k4,Age+Review Rating,StandardScaler,KMeans,,4,0.4094967335270893,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k4,Age+Review Rating,StandardScaler,AgglomerativeClustering,,4,0.32220533580856037,,,,,
KMeans_StandardScaler_Age+Review Rating_k5,Age+Review Rating,StandardScaler,KMeans,,5,0.3919624870481253,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k5,Age+Review Rating,StandardScaler,AgglomerativeClustering,,5,0.3032468044750092,,,,,
KMeans_StandardScaler_Age+Review Rating_k6,Age+Review Rating,StandardScaler,KMeans,,6,0.3764672727125474,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k6,Age+Review Rating,StandardScaler,AgglomerativeClustering,,6,0.30010579530978304,,,,,
KMeans_StandardScaler_Age+Review Rating_k7,Age+Review Rating,StandardScaler,KMeans,,7,0.3664793687023476,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k7,Age+Review Rating,StandardScaler,AgglomerativeClustering,,7,0.3145316203438596,,,,,
KMeans_StandardScaler_Age+Review Rating_k8,Age+Review Rating,StandardScaler,KMeans,,8,0.3626942445496356,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k8,Age+Review Rating,StandardScaler,AgglomerativeClustering,,8,0.30319328129916534,,,,,
KMeans_StandardScaler_Age+Review Rating_k9,Age+Review Rating,StandardScaler,KMeans,,9,0.3599056383233118,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k9,Age+Review Rating,StandardScaler,AgglomerativeClustering,,9,0.3032416812888515,,,,,
KMeans_StandardScaler_Age+Review Rating_k10,Age+Review Rating,StandardScaler,KMeans,,10,0.35054466673625867,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k10,Age+Review Rating,StandardScaler,AgglomerativeClustering,,10,0.3021975470695831,,,,,
KMeans_StandardScaler_Age+Review Rating_k2,Age+Review Rating,StandardScaler,KMeans,,2,0.355348598574416,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k2,Age+Review Rating,StandardScaler,AgglomerativeClustering,,2,0.3434723777896157,,,,,
KMeans_StandardScaler_Age+Review Rating_k3,Age+Review Rating,StandardScaler,KMeans,,3,0.37716479281092197,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k3,Age+Review Rating,StandardScaler,AgglomerativeClustering,,3,0.3272818568739101,,,,,
KMeans_StandardScaler_Age+Review Rating_k4,Age+Review Rating,StandardScaler,KMeans,,4,0.4094967335270893,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k4,Age+Review Rating,StandardScaler,AgglomerativeClustering,,4,0.32220533580856037,,,,,
KMeans_StandardScaler_Age+Review Rating_k5,Age+Review Rating,StandardScaler,KMeans,,5,0.3919624870481253,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k5,Age+Review Rating,StandardScaler,AgglomerativeClustering,,5,0.3032468044750092,,,,,
KMeans_StandardScaler_Age+Review Rating_k6,Age+Review Rating,StandardScaler,KMeans,,6,0.3764672727125474,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k6,Age+Review Rating,StandardScaler,AgglomerativeClustering,,6,0.30010579530978304,,,,,
KMeans_StandardScaler_Age+Review Rating_k7,Age+Review Rating,StandardScaler,KMeans,,7,0.3664793687023476,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k7,Age+Review Rating,StandardScaler,AgglomerativeClustering,,7,0.3145316203438596,,,,,
KMeans_StandardScaler_Age+Review Rating_k8,Age+Review Rating,StandardScaler,KMeans,,8,0.3626942445496356,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k8,Age+Review Rating,StandardScaler,AgglomerativeClustering,,8,0.30319328129916534,,,,,
KMeans_StandardScaler_Age+Review Rating_k9,Age+Review Rating,StandardScaler,KMeans,,9,0.3599056383233118,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k9,Age+Review Rating,StandardScaler,AgglomerativeClustering,,9,0.3032416812888515,,,,,
KMeans_StandardScaler_Age+Review Rating_k10,Age+Review Rating,StandardScaler,KMeans,,10,0.35054466673625867,,,,,
AgglomerativeClustering_StandardScaler_Age+Review Rating_k10,Age+Review Rating,StandardScaler,AgglomerativeClustering,,10,0.3021975470695831,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k2,Age+Review Rating,MinMaxScaler,KMeans,,2,0.3599134485727444,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k2,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,2,0.33494759798150875,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k3,Age+Review Rating,MinMaxScaler,KMeans,,3,0.37827204227633,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k3,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,3,0.3246366896625615,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k4,Age+Review Rating,MinMaxScaler,KMeans,,4,0.4093980863748357,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k4,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,4,0.3458384071248392,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k5,Age+Review Rating,MinMaxScaler,KMeans,,5,0.39239669679185035,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k5,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,5,0.326078555064103,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k6,Age+Review Rating,MinMaxScaler,KMeans,,6,0.376541504138733,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k6,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,6,0.3063665344492147,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k7,Age+Review Rating,MinMaxScaler,KMeans,,7,0.3661374423258241,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k7,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,7,0.28289121189472155,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k8,Age+Review Rating,MinMaxScaler,KMeans,,8,0.36432496566351613,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k8,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,8,0.2913417389879968,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k9,Age+Review Rating,MinMaxScaler,KMeans,,9,0.36016106600357334,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k9,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,9,0.3006033371043592,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k10,Age+Review Rating,MinMaxScaler,KMeans,,10,0.3628824604321418,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k10,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,10,0.31079216701490686,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k2,Age+Review Rating,MinMaxScaler,KMeans,,2,0.3599134485727444,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k2,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,2,0.33494759798150875,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k3,Age+Review Rating,MinMaxScaler,KMeans,,3,0.37827204227633,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k3,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,3,0.3246366896625615,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k4,Age+Review Rating,MinMaxScaler,KMeans,,4,0.4093980863748357,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k4,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,4,0.3458384071248392,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k5,Age+Review Rating,MinMaxScaler,KMeans,,5,0.39239669679185035,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k5,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,5,0.326078555064103,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k6,Age+Review Rating,MinMaxScaler,KMeans,,6,0.376541504138733,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k6,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,6,0.3063665344492147,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k7,Age+Review Rating,MinMaxScaler,KMeans,,7,0.3661374423258241,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k7,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,7,0.28289121189472155,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k8,Age+Review Rating,MinMaxScaler,KMeans,,8,0.36432496566351613,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k8,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,8,0.2913417389879968,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k9,Age+Review Rating,MinMaxScaler,KMeans,,9,0.36016106600357334,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k9,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,9,0.3006033371043592,,,,,
KMeans_MinMaxScaler_Age+Review Rating_k10,Age+Review Rating,MinMaxScaler,KMeans,,10,0.3628824604321418,,,,,
AgglomerativeClustering_MinMaxScaler_Age+Review Rating_k10,Age+Review Rating,MinMaxScaler,AgglomerativeClustering,,10,0.31079216701490686,,,,,
KMeans_RobustScaler_Age+Review Rating_k2,Age+Review Rating,RobustScaler,KMeans,,2,0.36856331921291685,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k2,Age+Review Rating,RobustScaler,AgglomerativeClustering,,2,0.3224784574816081,,,,,
KMeans_RobustScaler_Age+Review Rating_k3,Age+Review Rating,RobustScaler,KMeans,,3,0.37956398108585787,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k3,Age+Review Rating,RobustScaler,AgglomerativeClustering,,3,0.3231677232803212,,,,,
KMeans_RobustScaler_Age+Review Rating_k4,Age+Review Rating,RobustScaler,KMeans,,4,0.40862381349104904,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k4,Age+Review Rating,RobustScaler,AgglomerativeClustering,,4,0.3414582767184252,,,,,
KMeans_RobustScaler_Age+Review Rating_k5,Age+Review Rating,RobustScaler,KMeans,,5,0.3925737266075741,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k5,Age+Review Rating,RobustScaler,AgglomerativeClustering,,5,0.32423484588667384,,,,,
KMeans_RobustScaler_Age+Review Rating_k6,Age+Review Rating,RobustScaler,KMeans,,6,0.3626772263448931,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k6,Age+Review Rating,RobustScaler,AgglomerativeClustering,,6,0.30597964944033396,,,,,
KMeans_RobustScaler_Age+Review Rating_k7,Age+Review Rating,RobustScaler,KMeans,,7,0.3773516921636053,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k7,Age+Review Rating,RobustScaler,AgglomerativeClustering,,7,0.30772797344397823,,,,,
KMeans_RobustScaler_Age+Review Rating_k8,Age+Review Rating,RobustScaler,KMeans,,8,0.36646420679210423,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k8,Age+Review Rating,RobustScaler,AgglomerativeClustering,,8,0.2934777560939444,,,,,
KMeans_RobustScaler_Age+Review Rating_k9,Age+Review Rating,RobustScaler,KMeans,,9,0.3597744426240356,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k9,Age+Review Rating,RobustScaler,AgglomerativeClustering,,9,0.27041028612648066,,,,,
KMeans_RobustScaler_Age+Review Rating_k10,Age+Review Rating,RobustScaler,KMeans,,10,0.35942612920273,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k10,Age+Review Rating,RobustScaler,AgglomerativeClustering,,10,0.2724546524958746,,,,,
KMeans_RobustScaler_Age+Review Rating_k2,Age+Review Rating,RobustScaler,KMeans,,2,0.36856331921291685,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k2,Age+Review Rating,RobustScaler,AgglomerativeClustering,,2,0.3224784574816081,,,,,
KMeans_RobustScaler_Age+Review Rating_k3,Age+Review Rating,RobustScaler,KMeans,,3,0.37956398108585787,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k3,Age+Review Rating,RobustScaler,AgglomerativeClustering,,3,0.3231677232803212,,,,,
KMeans_RobustScaler_Age+Review Rating_k4,Age+Review Rating,RobustScaler,KMeans,,4,0.40862381349104904,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k4,Age+Review Rating,RobustScaler,AgglomerativeClustering,,4,0.3414582767184252,,,,,
KMeans_RobustScaler_Age+Review Rating_k5,Age+Review Rating,RobustScaler,KMeans,,5,0.3925737266075741,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k5,Age+Review Rating,RobustScaler,AgglomerativeClustering,,5,0.32423484588667384,,,,,
KMeans_RobustScaler_Age+Review Rating_k6,Age+Review Rating,RobustScaler,KMeans,,6,0.3626772263448931,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k6,Age+Review Rating,RobustScaler,AgglomerativeClustering,,6,0.30597964944033396,,,,,
KMeans_RobustScaler_Age+Review Rating_k7,Age+Review Rating,RobustScaler,KMeans,,7,0.3773516921636053,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k7,Age+Review Rating,RobustScaler,AgglomerativeClustering,,7,0.30772797344397823,,,,,
KMeans_RobustScaler_Age+Review Rating_k8,Age+Review Rating,RobustScaler,KMeans,,8,0.36646420679210423,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k8,Age+Review Rating,RobustScaler,AgglomerativeClustering,,8,0.2934777560939444,,,,,
KMeans_RobustScaler_Age+Review Rating_k9,Age+Review Rating,RobustScaler,KMeans,,9,0.3597744426240356,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k9,Age+Review Rating,RobustScaler,AgglomerativeClustering,,9,0.27041028612648066,,,,,
KMeans_RobustScaler_Age+Review Rating_k10,Age+Review Rating,RobustScaler,KMeans,,10,0.35942612920273,,,,,
AgglomerativeClustering_RobustScaler_Age+Review Rating_k10,Age+Review Rating,RobustScaler,AgglomerativeClustering,,10,0.2724546524958746,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,StandardScaler,KMeans,,2,0.3539752418414312,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,2,0.3215569994816303,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,StandardScaler,KMeans,,3,0.3778414592571661,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,3,0.3355517914501979,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,StandardScaler,KMeans,,4,0.40442875490631836,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,4,0.33754987199106323,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,StandardScaler,KMeans,,5,0.3790863581115522,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k5,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,5,0.30691676797789,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,StandardScaler,KMeans,,6,0.37261130373970575,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k6,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,6,0.30553957924656144,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,StandardScaler,KMeans,,7,0.3676555339860611,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k7,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,7,0.28081616343963,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,StandardScaler,KMeans,,8,0.3576288535302316,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k8,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,8,0.27069858486921183,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,StandardScaler,KMeans,,9,0.3641928177095934,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k9,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,9,0.2773714870557946,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,StandardScaler,KMeans,,10,0.36543369206425486,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k10,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,10,0.28335383707465805,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,StandardScaler,KMeans,,2,0.3539752418414312,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k2,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,2,0.3215569994816303,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,StandardScaler,KMeans,,3,0.3778414592571661,,,,,
AgglomerativeClustering_StandardScaler_Review Rating+Previous Purchases_k3,Review Rating+Previous Purchases,StandardScaler,AgglomerativeClustering,,3,0.3355517914501979,,,,,
KMeans_StandardScaler_Review Rating+Previous Purchases_k4,Review Rating+Previous Purchases,StandardScaler,KMeans,,4,0.40442875490631836,,,,,
